Country,Year,FDI,Imports,Exports,Aid,ME,PI
Norway,2009,8635762892.0,27.65416574,39.81014972,,1.6,0
Nepal,2009,38271269.97,34.66009358,12.41935419,13.75785368,1.44,3187
New Zealand,2009,-52385533.24,26.41181224,28.73391077,,1.22,0
Oman,2009,1485825748.0,44.50876103,60.49726901,0.57323052,6.07,0
Pakistan,2009,2338000000.0,20.93589908,12.39098651,6.4331059,3.27,2062
Panama,2009,1085500000.0,69.16639762,69.81397058,0.321579936,,0
Peru,2009,6430652961.0,21.66987688,26.44205274,1.250887192,1.53,1375
Philippines,2009,2064620678.0,30.66706519,30.2195256,0.588173166,1.2,3125
Papua New Guinea,2009,420038762.5,,,7.510873512,0.45,0
Poland,2009,14025000000.0,38.12554436,37.14225324,,1.8,0
Portugal,2009,5585829214.0,34.19895081,27.29374272,,1.53,0
Paraguay,2009,155610305.8,32.74472781,38.09725405,1.878303189,0.75,0
Qatar,2009,8124736264.0,29.00928688,51.13487609,,1.99,0
Romania,2009,4637684880.0,32.44922154,26.02361223,,1.28,0
Rwanda,2009,118670000.0,26.43618996,10.36670771,,1.33,0
Saudi Arabia,2009,36457666667.0,37.76971804,47.08861707,,9.62,0
Sudan,2009,1726298403.0,18.22668034,14.55419799,15.93731363,5.45,3250
Senegal,2009,331473910.3,32.91342432,19.39386655,18.06393911,1.34,0
Singapore,2009,23436064060.0,167.3478768,190.844935,,3.88,0
Sierra Leone,2009,110430202.5,28.33964067,13.69445043,56.154129,1.08,0
El Salvador,2009,368730000.0,42.11998668,23.95120449,3.633995029,1.08,0
Somalia,2009,108000000.0,,,,,2750
Serbia,2009,2929226710.0,39.67404134,26.34777847,3.174825996,2.16,0
Slovenia,2009,-346971372.9,55.85758316,57.26428852,,1.59,0
Sweden,2009,8960871621.0,38.05487723,43.4539788,,1.16,125
Seychelles,2009,168251661.9,116.5246326,105.3667582,2.20591164,1.02,0
Chad,2009,374899999.9,41.97111149,35.13835288,,7.96,1875
Togo,2009,46304496.13,36.34902572,25.86139427,27.71171256,1.64,2437
Thailand,2009,6411458545.0,54.83080636,64.43861249,-0.018333639,1.7,3000
Tajikistan,2009,149060550.0,61.50713818,24.47099886,10.20352243,0.95,0
Turkmenistan,2009,4553000000.0,57.86915693,47.08302234,,,0
Trinidad and Tobago,2009,709100000.0,,,0.077361843,0.71,0
Tunisia,2009,1525244858.0,47.97706775,45.03981103,2.117233338,1.29,0
Tanzania,2009,952630000.0,25.33833481,18.19426583,39.01675968,0.76,437
Uganda,2009,841570802.7,28.45031177,18.61356631,31.6797215,1.43,3125
Ukraine,2009,4769000000.0,44.54733792,42.9288247,1.071537243,1.91,250
Uruguay,2009,1602591813.0,26.29520351,27.09921575,0.51964678,1.82,0
Uzbekistan,2009,613093923.0,34.01051126,34.66263094,1.413277115,,0
Kosovo,2009,403147913.1,58.52761477,19.22776193,24.95017902,0.48,1875
South Africa,2009,7624489974.0,24.60478884,24.98274649,1.158785553,1.09,375
Zambia,2009,694800000.0,26.87038329,29.25099767,28.18196067,1.73,0
Zimbabwe,2009,105000000.0,42.30093975,19.47749803,19.51792169,,375
Afghanistan,2010,190774432.0,,,105.255693,1.95,3687
Angola,2010,-3227211182.0,42.58051942,61.54311589,0.538860178,4.18,0
Albania,2010,1089898208.0,48.563955,27.97943524,5.814013391,1.56,0
United Arab Emirates,2010,8796769641.0,59.49942345,79.39267346,,6.04,0
Argentina,2010,11332718626.0,16.03718986,18.93382341,0.151360944,0.81,0
Armenia,2010,529321391.6,44.89456066,19.74841532,6.246525716,4.27,0
Australia,2010,35210733743.0,20.71526648,19.79536654,,1.85,250
Austria,2010,-22007325156.0,47.75763591,51.26216033,,0.82,0
Azerbaijan,2010,3352997000.0,20.68126693,54.30472154,1.088253144,2.79,0
Burundi,2010,780582.0036,29.80000376,9.700001639,101.4337591,,1875
Belgium,2010,125492000000.0,74.1476086,75.85006448,,1.09,250
Benin,2010,53507087.74,28.35881188,23.07204807,28.77850354,,0
Burkina Faso,2010,38870701.36,28.55738968,20.51584886,39.30899272,1.22,0
Bangladesh,2010,1232258247.0,21.77872999,16.02411269,4.276898107,1.18,562
Bulgaria,2010,1842900000.0,53.28247738,50.09804494,,1.64,0
Bahrain,2010,155771009.2,50.93507678,69.53731774,,3.28,0
Bosnia and Herzegovina,2010,443840207.1,51.27267378,29.69554219,5.61045777,1.28,0
Belarus,2010,1393400000.0,64.54508764,51.37288535,0.354828027,1.34,437
Belize,2010,96449877.08,44.48520566,50.91394051,2.490402985,0.88,0
Bolivia,2010,621997989.5,34.32417011,41.18745614,7.862119691,1.71,0
Brazil,2010,82389932468.0,11.90659334,10.86558477,0.137278129,1.54,0
Botswana,2010,218379837.6,52.49467057,42.14433151,2.026492061,2.76,0
Central African Republic,2010,61520000.0,22.80468088,11.62580107,,2.41,3125
Canada,2010,29714744325.0,31.04073957,29.16738193,,1.19,0
Switzerland,2010,17670735603.0,55.22749526,64.83762801,,0.69,0
Chile,2010,16019683112.0,31.81368582,37.90399432,0.206893573,2.25,0
China,2010,243703000000.0,23.53174494,27.18533272,0.041948252,1.73,687
Cameroon,2010,536265313.2,24.8696951,22.3688903,8.051540625,1.29,0
Colombia,2010,6429989613.0,17.92375841,16.34084476,1.086659033,3.64,0
Costa Rica,2010,1906923793.0,34.68267834,32.82941135,0.702896417,,0
Cuba,2010,,17.72167641,22.57026489,,3.33,125
Cyprus,2010,31031904287.0,58.72152121,50.46717734,,1.85,0
Germany,2010,86037502102.0,37.30315083,42.56547341,,1.27,0
Djibouti,2010,36501032.52,,,25.96837404,,0
Denmark,2010,-11767861925.0,43.57704925,50.52292764,,1.4,0
Dominican Republic,2010,1820200000.0,33.32418387,22.67575221,0.958947476,0.67,0
Algeria,2010,2300369124.0,31.42211391,38.44454735,0.36187945,3.52,1562
Ecuador,2010,165893320.4,32.40828274,27.89495597,0.709590612,3.01,2125
Eritrea,2010,91000000.0,31.09308886,6.378376598,,,0
Spain,2010,36609340306.0,26.97656121,25.95167935,,1.39,0
Estonia,2010,2592255115.0,68.62890789,75.04931619,,1.7,0
Ethiopia,2010,288271568.3,,,34.60095855,1.15,312
Finland,2010,12221008932.0,37.05000983,38.41439756,,1.49,0
Fiji,2010,178091735.6,63.79350134,57.43440206,3.469236949,1.61,0
France,2010,38889439213.0,28.07949124,26.78829984,,1.97,1062
Gabon,2010,523939106.2,31.49417035,57.66349238,1.571424144,1.87,0
United Kingdom,2010,66734551294.0,30.4160323,28.85674267,,2.57,875
Georgia,2010,920915812.7,49.94455035,32.95450379,8.549104231,3.71,0
Ghana,2010,2527350000.0,45.90109781,29.47671798,11.65667453,0.28,0
Guinea,2010,0.0,43.20536258,30.34120398,11.67615159,,312
Guinea-Bissau,2010,26240200.0,35.22432161,14.90607945,40.99768588,1.82,1875
Equatorial Guinea,2010,2734000000.0,58.9097918,85.7584332,,,1875
Greece,2010,532926980.5,29.39918357,21.79810215,,2.75,3812
Guatemala,2010,1102460180.0,36.89972824,26.22546433,2.552665878,0.44,0
Guyana,2010,198000000.0,,,5.865607088,0.91,0
Honduras,2010,607376418.1,63.68293204,45.7589062,5.421380907,1.07,0
Croatia,2010,1545050408.0,37.24213091,35.5978386,0.508290659,1.68,0
Haiti,2010,178000000.0,36.15123597,8.570288158,67.24096753,,875
Hungary,2010,-20770280261.0,76.35760956,81.10730424,,1.02,0
Indonesia,2010,15292009411.0,22.40224294,24.29903094,0.787688838,0.62,0
India,2010,27396885034.0,26.85427325,22.40093325,0.609385598,2.89,125
Ireland,2010,37748455284.0,86.68255609,103.2429349,,0.57,250
Iraq,2010,1396200000.0,34.08065041,39.41682921,4.568817779,2.71,1812
Iceland,2010,256982201.7,41.90016434,51.74623384,,,0
Israel,2010,6984700000.0,32.28174736,34.15857617,,5.94,125
Italy,2010,9930501391.0,26.93213852,25.07404985,,1.5,937
Jamaica,2010,185775630.6,49.58513369,31.33526663,1.962012495,0.87,562
Jordan,2010,1688394366.0,67.22553505,46.99714264,4.935864158,5.74,0
Japan,2010,7440979284.0,13.57996924,14.91850345,,0.95,375
Kazakhstan,2010,7456117901.0,29.8940864,44.2441795,0.319565401,1.01,0
Kenya,2010,178064606.8,30.2699277,20.12435965,11.80089712,1.37,250
Cambodia,2010,1404315449.0,59.52093544,54.08278279,8.332837835,1.49,0
Kuwait,2010,1304627500.0,30.35442211,66.67331737,,3.76,0
Lebanon,2010,4279880835.0,60.07353008,35.02312287,1.383182209,4.13,250
Liberia,2010,2064680994.0,,,70.51150358,0.82,0
Libya,2010,1784000000.0,31.8052059,66.27200717,0.023036593,,0
Sri Lanka,2010,477559000.0,,,3.45691666,2.7,0
Lesotho,2010,9512771.55,107.9761766,42.12625893,10.24406259,3.16,0
Lithuania,2010,1102696147.0,65.94502436,63.94235851,,0.88,0
Luxembourg,2010,39128528763.0,130.9620198,162.7098571,,0.44,0
Latvia,2010,474983591.2,55.34640131,53.25837932,,1.08,0
Morocco,2010,1240625859.0,39.75303093,29.78894868,2.519883915,3.39,0
Moldova,2010,297050000.0,60.10823883,27.82961306,10.5858343,0.26,0
Madagascar,2010,912287179.8,36.00051399,21.87438052,13.06259047,0.57,4312
Mexico,2010,30524718410.0,30.25592441,29.01746011,0.127387947,0.45,1562
Mali,2010,371932364.7,35.14812706,22.83717018,25.74403774,1.37,0
Malta,2010,9244998120.0,150.8899544,150.9467412,,0.65,0
Montenegro,2010,758254398.6,62.73592121,37.04440512,2.850729773,1.81,250
Mongolia,2010,1691421732.0,56.67104907,46.67898258,6.376340582,0.76,125
Mozambique,2010,1258453097.0,,,37.22320206,0.89,1062
Mauritania,2010,130528391.3,47.68139702,45.73934811,,,0
Mauritius,2010,429941788.7,62.21940076,51.23767279,1.095047766,0.15,0
Malawi,2010,97010558.69,,,35.87043145,0.72,0
Malaysia,2010,10885801852.0,71.01446982,86.93029507,-0.003045727,1.49,0
Namibia,2010,287528974.4,59.7905227,48.28195448,4.010241488,3.51,0
Niger,2010,796636157.9,35.7615717,16.1844146,25.39887186,0.88,1875
Nigeria,2010,6026253091.0,,,2.248156743,0.54,1937
Nicaragua,2010,489900000.0,59.896393,40.46660572,9.291453151,0.51,0
Netherlands,2010,115753000000.0,61.71840166,69.80367248,,1.33,250
Norway,2010,21634265663.0,28.08919029,40.15032907,,1.51,0
Nepal,2010,87741711.63,36.4023696,9.582536172,12.79996855,1.37,875
New Zealand,2010,286306903.0,27.97798782,30.27362768,,1.21,0
Oman,2010,1242652796.0,37.29216887,59.09438735,-0.074922264,5.65,0
Pakistan,2010,2022000000.0,19.35177607,12.63722214,6.68400775,3.42,2437
Panama,2010,2549100000.0,78.23225205,70.04279401,0.50805336,,0
Peru,2010,8454627588.0,23.84664478,27.82616415,-0.638497481,1.48,312
Philippines,2010,1070386940.0,33.22944879,32.87482972,0.812817538,1.17,0
Papua New Guinea,2010,35591312.43,,,7.421017069,0.33,0
Poland,2010,18542000000.0,42.46183685,40.0913852,,1.85,0
Portugal,2010,8966915539.0,37.71398653,30.06930892,,1.49,0
Paraguay,2010,707404456.6,39.11768175,42.13984163,0.923806507,0.75,0
Qatar,2010,4670329670.0,23.75060735,62.3196826,,1.47,0
Romania,2010,3213737652.0,38.15943885,31.67379278,,1.23,250
Rwanda,2010,216192556.8,26.53413416,10.74196981,60.81437724,1.22,1875
Saudi Arabia,2010,29232706667.0,32.98003148,49.56973031,,8.57,0
Sudan,2010,2063730998.0,15.2527036,17.47560635,12.92202482,,1250
Senegal,2010,272092888.5,32.47661637,19.98123883,16.83509412,1.22,0
Singapore,2010,55322434162.0,171.686595,197.9989608,,3.38,0
Sierra Leone,2010,238404209.3,34.48080487,16.79409922,38.47541062,0.97,0
El Salvador,2010,-113160683.7,46.59061835,26.94666933,3.290842033,1.09,0
Somalia,2010,112000000.0,,,,,3375
Serbia,2010,1693250319.0,44.4755558,32.25561225,3.258153479,2.09,0
Slovenia,2010,319143932.6,63.21665803,64.2748226,,1.6,0
Sweden,2010,625102142.5,39.56952424,44.67885295,,1.19,0
Seychelles,2010,159795375.0,106.762957,91.33890303,5.042772544,0.74,0
Chad,2010,313000000.0,43.54510339,36.8456059,,5.76,1875
Togo,2010,125064101.8,39.07204006,27.72544853,20.6524237,1.66,0
Thailand,2010,14746672920.0,60.76434948,66.48617316,-0.00894803,1.45,1625
Tajikistan,2010,93940670.0,58.55401889,14.93902562,11.33343793,0.95,1250
Turkmenistan,2010,3632300000.0,50.95864019,45.90441565,,,0
Trinidad and Tobago,2010,549400000.0,,,0.052607975,0.64,0
Tunisia,2010,1334497695.0,52.19128114,47.95972869,2.068631957,1.24,0
Tanzania,2010,1813200000.0,28.03291069,19.60752874,30.23181208,0.9,0
Uganda,2010,543872727.3,24.44476616,13.82448287,26.00230675,2.46,3125
Ukraine,2010,6451000000.0,49.27319213,46.45653833,0.860255233,1.9,0
Uruguay,2010,2191067967.0,25.35604266,26.34299454,0.381177104,1.88,0
Uzbekistan,2010,1662748216.0,24.98046521,24.2754046,1.534201728,,0
Kosovo,2010,490048756.1,60.50831185,21.66916812,15.61164139,0.72,0
South Africa,2010,3693271715.0,24.62266954,25.78341763,0.894822543,1.0,0
Zambia,2010,1729300000.0,30.87498572,37.02593331,13.19082147,1.38,0
Zimbabwe,2010,122586666.7,53.48329522,29.64089522,10.80645578,0.82,0
Afghanistan,2011,52173421.0,,,91.64918794,1.82,57
Angola,2011,-3023770966.0,39.31255882,60.66994752,0.358588072,3.26,3
Albania,2011,1048706682.0,51.97703179,29.24153714,5.415154641,1.53,6
United Arab Emirates,2011,7152095826.0,59.85405957,87.53860244,,5.47,0
Argentina,2011,10839930945.0,16.75694585,18.44920915,0.090932793,0.76,3
Armenia,2011,653219756.5,46.9123854,22.52318826,6.686281531,3.85,1
Australia,2011,65554890650.0,20.40156458,21.43578653,,1.76,0
Austria,2011,22983942932.0,51.15411778,53.94867085,,0.79,0
Azerbaijan,2011,4485120000.0,24.08106448,56.42698053,1.333134573,4.67,5
Burundi,2011,3354999.181,34.20000255,8.800000284,72.41049208,,0
Belgium,2011,163624000000.0,80.79636075,80.69736291,,1.05,1
Benin,2011,161302390.8,26.36737731,20.8496515,27.72004376,,0
Burkina Faso,2011,143845512.3,31.30175258,26.19550052,27.10513278,1.15,6
Bangladesh,2011,1264725163.0,27.49877488,19.92207496,3.634442633,1.22,7
Bulgaria,2011,2103810000.0,58.62989637,58.78820752,,1.31,3
Bahrain,2011,780851063.8,74.73659889,99.41866913,,3.59,62
Bosnia and Herzegovina,2011,471610992.2,55.8003759,32.03597181,5.724651519,1.14,0
Belarus,2011,4002400000.0,79.50889355,78.46536152,0.240501888,1.22,12
Belize,2011,95348525.19,50.54461649,57.11950884,1.9948486,0.85,0
Bolivia,2011,858941070.4,38.38869357,44.09170185,5.515055123,1.68,0
Brazil,2011,102427000000.0,12.3518925,11.58251268,0.209501238,1.41,1
Botswana,2011,293208060.5,54.72506986,44.23639792,1.337481651,2.4,0
Central African Republic,2011,36908455.8,21.34779823,13.1278201,,2.05,12
Canada,2011,38338330427.0,31.82034685,30.67839192,,1.19,3
Switzerland,2011,20764483835.0,59.10634951,66.44992365,,0.69,1
Chile,2011,25564944877.0,34.79186253,37.68978028,0.144455845,2.26,14
China,2011,280072000000.0,24.17271524,26.56818934,-0.029566494,1.66,72
Cameroon,2011,653266626.6,27.29230098,24.22968662,7.042369596,1.14,0
Colombia,2011,14647048638.0,20.19391848,19.27650507,1.22817853,3.08,12
Costa Rica,2011,2733268840.0,36.16667563,32.47247088,0.209220601,,19
Cuba,2011,,21.85679084,25.10363821,,3.08,0
Cyprus,2011,40445860585.0,57.32193144,53.60266278,,1.74,1
Germany,2011,97535403953.0,40.14898499,45.05713628,,1.21,29
Djibouti,2011,79000230.7,,,20.13311246,,1
Denmark,2011,13558894634.0,47.42564656,53.82014893,,1.31,0
Dominican Republic,2011,2197500000.0,34.80269059,24.18697531,1.051163052,0.6,19
Algeria,2011,2571237025.0,28.68618309,38.78811864,0.293202375,4.33,7
Ecuador,2011,646084358.7,33.36903909,31.1211998,0.650361838,3.1,0
Eritrea,2011,39000000.0,29.23895286,18.15483726,,,0
Spain,2011,26832032515.0,29.25820883,29.5349622,,1.33,14
Estonia,2011,1119148299.0,80.78818842,86.60379142,,1.68,0
Ethiopia,2011,628624806.0,31.54608221,16.6868532,29.482873,1.09,2
Finland,2011,-6008001205.0,39.67918868,38.90039293,,1.49,0
Fiji,2011,217158525.7,65.19553291,59.28059298,2.81043722,1.61,0
France,2011,44205811127.0,30.36923895,28.42133748,,1.89,1
Gabon,2011,1123536919.0,28.75400521,61.74437213,0.906032872,1.46,0
United Kingdom,2011,27012050072.0,32.17780692,31.38759406,,2.5,32
Georgia,2011,1170087550.0,52.85905482,34.68779804,5.942865809,3.1,6
Ghana,2011,3247588000.0,49.3588453,36.93660855,8.676781211,0.44,0
Guinea,2011,956060000.0,53.35243189,32.60224123,7.145053755,,3
Guinea-Bissau,2011,25024047.39,30.94700051,25.6740075,32.28387508,1.52,0
Equatorial Guinea,2011,1975000000.0,39.28203398,75.09531266,,,0
Greece,2011,1092191388.0,31.34418993,25.48977484,,2.52,68
Guatemala,2011,876760590.0,37.97934526,27.06770578,1.889856009,0.46,0
Guyana,2011,246800000.0,,,4.662119129,0.88,0
Honduras,2011,1042571021.0,70.95921592,51.25768668,3.31518488,1.13,0
Croatia,2011,1248979436.0,39.82759063,38.14326419,,1.75,0
Haiti,2011,119000000.0,34.08045623,10.08311416,33.95465367,,1
Hungary,2011,10740966551.0,80.35548631,86.07769684,,1.04,1
Indonesia,2011,20564938227.0,23.8526601,26.32735309,0.164192747,0.65,41
India,2011,36498654598.0,31.08346869,24.54041132,0.564558405,2.7,24
Ireland,2011,23699352433.0,84.52722922,103.1838856,,0.54,2
Iraq,2011,2082000000.0,27.75380518,44.41752304,3.601342853,2.3,62
Iceland,2011,1106958185.0,46.86316549,54.54553626,,,0
Israel,2011,8653000000.0,34.89707759,34.75932583,,5.77,5
Italy,2011,34465481830.0,28.27305899,26.87246347,,1.48,16
Jamaica,2011,172757165.4,53.45320633,30.3686139,0.478909843,0.93,0
Jordan,2011,1486056338.0,72.14910187,46.55057763,4.372869703,5.4,28
Japan,2011,-850717035.1,15.42049847,14.77446226,,0.97,2
Kazakhstan,2011,13760291529.0,26.65319426,46.46466279,0.247269841,0.94,8
Kenya,2011,1450474757.0,36.8527289,21.54947707,14.8146632,1.38,0
Cambodia,2011,1538883425.0,59.50108762,54.08075591,6.750351994,1.5,0
Kuwait,2011,3259067552.0,25.89199206,73.19837828,,3.5,24
Lebanon,2011,3137050288.0,65.77678518,36.36309723,1.445440321,4.06,5
Liberia,2011,2086006933.0,,,28.91458203,1.06,3
Libya,2011,0.0,24.85953889,38.1458964,3.829657449,,68
Sri Lanka,2011,955920000.0,,,2.621754324,2.69,0
Lesotho,2011,61173319.21,102.0737616,47.72284512,9.043145104,2.26,0
Lithuania,2011,1880811089.0,75.5662102,72.88100891,,0.79,0
Luxembourg,2011,8843156717.0,139.2253304,169.4891234,,0.38,0
Latvia,2011,1519518896.0,65.71055524,59.77989095,,1.07,0
Morocco,2011,2521362081.0,44.87138723,31.95448426,2.953512912,3.3,8
Moldova,2011,372880000.0,66.07713896,32.54045757,7.796223257,0.27,0
Madagascar,2011,815534454.5,33.76345392,22.71963868,10.84535704,0.62,0
Mexico,2011,23894761686.0,31.71942105,30.44296623,0.23095683,0.47,0
Mali,2011,556875894.5,31.18737987,22.72617792,28.96172163,1.24,0
Malta,2011,7806911230.0,159.1170777,160.5863392,,0.58,0
Montenegro,2011,556662007.5,64.31001038,42.34884361,4.036911995,1.75,0
Mongolia,2011,4571161963.0,74.44567359,52.55355505,3.59728567,0.84,0
Mozambique,2011,3663937118.0,,,25.81414485,0.83,0
Mauritania,2011,588749564.2,48.3025199,50.1828097,,,1
Mauritius,2011,433331010.9,65.09479899,52.44414738,2.143344323,0.15,0
Malawi,2011,812751769.8,,,24.475193,0.66,6
Malaysia,2011,15119439204.0,69.6822425,85.25544211,0.017607615,1.55,11
Namibia,2011,803600584.6,56.64936583,45.53978192,4.162200971,3.57,0
Niger,2011,1067186136.0,34.95683972,15.28955544,20.07225775,0.98,0
Nigeria,2011,8841062051.0,,,1.581033161,0.58,28
Nicaragua,2011,936300000.0,66.81023077,45.01692657,7.870165551,0.53,0
Netherlands,2011,332071000000.0,66.96870498,75.50306831,,1.29,0
Norway,2011,10296323076.0,27.93746746,41.66126617,,1.44,0
Nepal,2011,94022157.12,28.49062321,7.80613568,11.37477936,1.35,0
New Zealand,2011,1378410924.0,28.84544068,30.39502406,,1.16,0
Oman,2011,1629144343.0,37.72426152,63.91646363,,6.45,11
Pakistan,2011,1326000000.0,18.88008341,13.48255486,7.270371523,3.29,33
Panama,2011,4395600000.0,84.2570807,78.23048068,0.326573633,,0
Peru,2011,7682261109.0,25.48552053,30.50275976,1.025471263,1.37,15
Philippines,2011,2007150725.0,31.69040782,29.10542888,-0.174828974,1.15,28
Papua New Guinea,2011,36419303.68,,,7.883784225,0.36,2
Poland,2011,18309000000.0,44.71000701,42.57386359,,1.8,0
Portugal,2011,9821076890.0,38.6446824,34.4548616,,1.49,4
Paraguay,2011,603095388.5,38.25326418,40.23885967,0.552412621,0.84,12
Qatar,2011,938516483.5,26.10192955,72.61970914,,,0
Romania,2011,2370097223.0,40.8742083,35.26839853,,1.24,0
Rwanda,2011,112127535.8,27.05495178,12.65781779,56.18760379,1.09,2
Saudi Arabia,2011,16308280000.0,29.25912154,55.60228213,,7.23,18
Sudan,2011,1734376994.0,15.033633,12.47870603,11.75528618,,17
Senegal,2011,338661995.6,36.27332971,21.30354889,15.1122471,1.29,6
Singapore,2011,49155657316.0,175.7709227,203.3277086,,3.19,0
Sierra Leone,2011,950477791.4,56.02596139,16.32368029,15.63477837,0.87,0
El Salvador,2011,122500004.3,50.29486614,28.98177756,2.732963675,1.09,0
Somalia,2011,102000000.0,,,,,16
Serbia,2011,4930532020.0,45.80721423,33.00182495,5.394684962,2.0,8
South Sudan,2011,,27.15073938,66.07612038,,6.09,31
Slovenia,2011,875946337.7,69.03076047,70.24714581,,1.29,0
Sweden,2011,6979353755.0,40.51983621,45.27119119,,1.1,0
Seychelles,2011,143240665.1,112.0795679,97.93012483,1.802698258,0.86,0
Chad,2011,281899999.9,41.80381796,38.87725693,,5.01,0
Togo,2011,728710878.4,46.23766836,31.4946443,20.43070253,1.53,0
Thailand,2011,2473685996.0,68.82049784,70.85490938,-0.049473315,1.49,0
Tajikistan,2011,145883670.0,63.33655902,16.44768565,6.82426042,1.09,12
Turkmenistan,2011,3391067000.0,51.26567845,59.79715537,,,0
Trinidad and Tobago,2011,41047454.46,,,,0.57,3
Tunisia,2011,432666011.6,54.05172553,46.05465377,3.276911949,1.49,87
Tanzania,2011,1229361018.0,34.53184186,21.63428233,18.9796038,0.9,4
Uganda,2011,894293858.0,26.89950162,12.85572394,19.96559446,2.54,31
Ukraine,2011,7207000000.0,55.39891697,49.40615693,0.754700317,1.53,4
Uruguay,2011,2690094197.0,26.82488459,26.42214942,0.122425027,1.72,0
Uzbekistan,2011,1615052150.0,25.97407863,23.66939409,0.901413967,,0
Kosovo,2011,535326481.8,61.19970921,24.95204025,14.35499181,0.8,0
South Africa,2011,4139289123.0,26.93820197,27.69814847,1.001031111,1.0,8
Zambia,2011,1108500000.0,35.74350559,40.47122267,11.85804518,1.26,0
Zimbabwe,2011,344300000.0,54.66572521,34.80080156,7.583671859,1.41,2
Afghanistan,2012,56823660.0,,,67.40130246,1.18,9125
Angola,2012,-1464627991.0,35.85996671,55.94013063,0.430941131,3.24,0
Albania,2012,917994575.8,47.57271286,28.93748776,5.644971938,1.49,0
United Arab Emirates,2012,9566651351.0,62.33550724,97.63496338,,5.08,0
Argentina,2012,15323933917.0,14.28868291,16.23785946,0.17883948,0.78,250
Armenia,2012,496636701.1,48.39986448,27.56181148,4.645953358,3.58,0
Australia,2012,57550426823.0,21.6576318,21.49139289,,1.67,812
Austria,2012,5218620113.0,51.17850123,53.9736762,,0.78,0
Azerbaijan,2012,5293250000.0,25.28838935,52.97468019,1.257217343,4.66,688
Burundi,2012,604919.6515,34.00927787,9.69609532,55.57031842,2.53,0
Belgium,2012,11810272331.0,80.34153972,80.40449051,,1.04,625
Benin,2012,281548556.3,26.83999991,23.89673687,18.49502731,0.7,0
Burkina Faso,2012,329281976.0,34.64052256,26.59808542,28.41495486,1.18,0
Bangladesh,2012,1584403460.0,27.94933388,20.16158886,5.420291689,1.18,3375
Bulgaria,2012,1788110000.0,63.62504802,60.34627469,,1.33,0
Bahrain,2012,1544680851.0,83.73912577,102.1455248,,3.84,6188
Bosnia and Herzegovina,2012,391976946.4,55.79456742,32.35054144,5.657345156,1.15,0
Belarus,2012,1463600000.0,74.30836203,78.77690728,0.199973179,1.23,0
Belize,2012,194201408.8,52.31996321,59.87555651,2.282276524,0.8,0
Bolivia,2012,1059965391.0,37.78256454,47.16619662,5.660750828,1.85,688
Brazil,2012,92568388321.0,13.23673455,11.87753907,0.334684617,1.38,1312
Botswana,2012,146084155.2,63.76025679,48.11502383,0.785914332,2.34,0
Central African Republic,2012,70035157.3,21.50931559,11.550133,,1.7,3125
Canada,2012,49368985104.0,32.24252342,30.35302552,,1.12,2250
Switzerland,2012,39943494322.0,58.67648741,67.77737305,,0.67,0
Chile,2012,31801970676.0,34.31055239,33.84559051,0.113495428,2.05,2188
